ua_word,en_word,part_of_speech,level
знижений,down,adjective,B2
зреагувати,react,verb,B2
інтервал,space,noun,B2
істерія,hysteria,noun,B2
Кенія,kenya,noun,B2
керамічний,of,adjective,B2
килим,carpet,noun,B2
кит,whale,noun,B2
кінематографія,cinematography,noun,B2
колода,stock,noun,B2
комаха,bug,noun,B2
комірка,cell,noun,B2
красуня,beauty,noun,B2
кузня,forge,noun,B2
лавочка,bench,noun,B2
лазня,banya,noun,B2
лаконічно,laconically,adverb,B2
легітимізація,legitimation,noun,B2
лінійка,ruler,noun,B2
лозунг,slogan,noun,B2
лоно,bosom,noun,B2
нотатка,note,noun,B2
ночувати,stay,verb,B2
малоросійський,little,adjective,B2
месія,messiah,noun,B2
місток,bridge,noun,B2
мобілізований,mobilized,adjective,B2
молдовський,moldovan,adjective,B2
мультик,animated,noun,B2
мчати,scud,verb,B2
нападник,invader,noun,B2
невпевненість,uncertainty,noun,B2
неосяжний,infinite,adjective,B2
непомірний,excessive,adjective,B2
непривабливий,unprepossessing,adjective,B2
нетрі,thicket,noun,B2
нещадний,merciless,adjective,B2
пенітенціарний,penitentiary,adjective,B2
окупувати,invade,verb,B2
Орест,orestes,noun,B2
Оскар,oscar,noun,B2
Очаків,ochakiv,noun,B2
перевантаження,overload,noun,B2
переляк,fright,noun,B2
перемир'я,armistice,noun,B2
переозброєння,rearmament,noun,B2
пересувний,mobile,adjective,B2
пестицид,pesticide,noun,B2
півкуля,hemisphere,noun,B2
піджак,coat,noun,B2
підказка,tip,noun,B2
поворотний,return,adjective,B2
подружній,marital,adjective,B2
посидіти,of,verb,B2
поступати,act,verb,B2
поціновувач,connoisseur,noun,B2
прибалтійський,baltic,adjective,B2
прибирання,housework,noun,B2
привабити,to,verb,B2
примітка,note,noun,B2
продовжитися,last,verb,B2
просунутися,advance,verb,B2
прототип,prototype,noun,B2
протяг,draft,noun,B2
профанація,desecration,noun,B2
пульс,pulse,noun,B2
реноме,reputation,noun,B2
рентабельний,profitable,adjective,B2
репортаж,report,noun,B2
репортер,journalist,noun,B2
ріпак,colza,noun,B2
розширитися,to,verb,B2
слухатися,listen,verb,B2
рятувальник,lifeguard,noun,B2
самовідданий,selfless,adjective,B2
сімдесят,seventy,numeral,B2
сконцентруватися,to,verb,B2
скуштувати,taste,verb,B2
співробітниця,colleague,noun,B2
спотворити,distort,verb,B2
спустити,drain,verb,B2
стратег,strategist,noun,B2
струна,string,noun,B2
субстанція,substance,noun,B2
суглоб,joint,noun,B2
схуднути,to,verb,B2
Таїланд,thailand,noun,B2
тендітний,tender,adjective,B2
тигр,tiger,noun,B2
тонути,drown,verb,B2
тяжкість,burden,noun,B2
убогий,pathetic,adjective,B2
укриття,cover,noun,B2
умисний,deliberate,adjective,B2
уможливлювати,enable,verb,B2
уперто,obstinately,adverb,B2
урна,garbage,noun,B2
флотилія,fleet,noun,B2
фундатор,founder,noun,B2
хронологія,chronology,noun,B2
чадо,child,noun,A1
Чилі,chile,noun,B2
чорногорський,montenegrin,adjective,B2
шабля,sabre,noun,B2
шанобливий,respectful,adjective,B2
шах,check,noun,B2
щедрість,generosity,noun,B2
юрба,swarm,noun,B2
абетка,alphabet,noun,B2
абсурдність,absurdity,noun,B2
апологет,apologist,noun,B2
аристократичний,aristocratic,adjective,B2
артилерія,artillery,noun,B2
багатоповерховий,multi-storey,adjective,B2
банда,band,noun,B2
барабан,drum,noun,B2
бароко,baroque,noun,B2
безперебійний,uninterrupted,adjective,B2
біс,deuce,noun,B2
боєприпаси,ammunition,noun,B2
болячка,sore,noun,B2
бульбашка,bubble,noun,B2
ватажок,ringleader,noun,B2
вертикально,down,adverb,B2
виправний,penitentiary,adjective,B2
воронезький,voronezhian,adjective,B2
вітрина,showcase,noun,B2
вогнепальний,firearm,adjective,B2
вулкан,volcano,noun,B2
гегемонія,hegemony,noun,B2
гніздо,nest,noun,B2
год,year,noun,A1
далекоглядний,farsighted,adjective,B2
дезінтеграція,disintegration,noun,B2
держати,hold,verb,B2
диктор,narrator,noun,B2
диявол,devil,noun,B2
діжка,tub,noun,B2
дорости,to,verb,B2
доставляти,deliver,verb,B2
дотепний,sharp,adjective,B2
дурити,cheat,verb,B2
Душанбе,dushanbe,noun,B2
етнограф,ethnographer,noun,B2
Євгенія,eugenia,noun,B2
Ємен,yemen,noun,B2
життєздатний,viable,adjective,B2
забаганка,whim,noun,B2
завантажити,download,verb,B2
заморозити,freeze,verb,B2
запускати,execute,verb,B2
землянин,earthling,noun,B2
лось,moose,noun,B2
звично,customarily,adverb,B2
зло,evilly,adverb,B2
знущатися,abuse,verb,B2
ідіот,idiot,noun,B2
іконостас,iconostasis,noun,B2
казино,casino,noun,B2
капелюх,hat,noun,B2
карколомний,breakneck,adjective,B2
квитанція,receipt,noun,B2
Киргизія,kyrgyzstan,noun,B2
кінорежисер,film,noun,B2
кінцівка,limb,noun,B2
Колумбія,colombia,noun,B2
комплімент,compliment,noun,B2
корисливий,self-interested,adjective,B2
кравець,tailor,noun,B2
красень,beauty,noun,B2
кривда,resentment,noun,B2
курд,kurd,noun,B2
лебідь,swan,noun,B2
легітимізувати,legitimize,verb,B2
ліхтар,flashlight,noun,B2
незручність,inconvenience,noun,B2
Мадагаскар,madagascar,noun,B2
марафон,marathon,noun,B2
маржа,margin,noun,B2
мішень,aim,noun,B2
мозаїка,mosaic,noun,B2
монолітний,monolithic,adjective,B2
мотиваційний,motivational,adjective,B2
мукачівський,mukachevo,adjective,B2
назбирати,save,verb,B2
незавершений,incomplete,adjective,B2
незламний,unbreakable,adjective,B2
ненависний,odious,adjective,B2
нерозв'язаний,not,adjective,A1
Нестор,nestor,noun,B2
огидний,disgusting,adjective,B2
оптичний,optical,adjective,B2
острівець,holm,noun,B2
передплатник,subscriber,noun,B2
переймати,adopt,verb,B2
переорієнтація,reorientation,noun,B2
перечитувати,to,verb,B2
периметр,perimeter,noun,B2
підряд,in,adverb,B2
племінний,tribal,adjective,B2
плітка,gossip,noun,B2
плоский,flat,adjective,B2
повсякчас,always,adverb,B2
подовжувати,extend,verb,B2
поєдинок,duel,noun,B2
порнографічний,pornographic,adjective,B2
послаблювати,slacken,verb,B2
потилиця,nape,noun,B2
презирство,disdain,noun,B2
прикрасити,embellish,verb,B2
природознавство,natural,noun,B2
пришвидшити,speed,verb,B2
провалля,abyss,noun,B2
провокаційний,provocative,adjective,B2
проституція,prostitution,noun,B2
протока,strait,noun,B2
пушкінський,pushkinian,adjective,B2
радикалізм,radicalism,noun,B2
раціональність,rationality,noun,B2
рента,rent,noun,B2
родовий,familial,adjective,B2
родовий,genitive,adjective,B2
романтика,romanticism,noun,B2
січневий,january,adjective,B2
самовдосконалення,self-improvement,noun,B2
саркофаг,sarcophagus,noun,B2
сердечний,kind,adjective,B2
сибірський,siberian,adjective,B2
симбіоз,symbiosis,noun,B2
сімнадцять,seventeen,numeral,B2
скриня,case,noun,B2
скромність,humility,noun,B2
співбесіда,interview,noun,B2
спуститися,descend,verb,B2
страйкувати,strike,verb,B2
струс,jolt,noun,B2
судома,cramp,noun,B2
супердержава,superpower,noun,B2
талій,thallium,noun,B2
тартак,sawmill,noun,B2
теща,mother-in-law,noun,B2
титан,titanium,noun,B2
тополя,poplar,noun,B2
тост,pledge,noun,B2
узурпувати,usurp,verb,B2
фотоапарат,still,noun,B2
футболка,t-shirt,noun,B2
харків'янин,kharkivite,noun,B2
химерний,weird,adjective,B2
хроніка,chronicle,noun,B2
цукерка,sweet,noun,B2
Чайковський,tchaikovsky,noun,B2
частенько,often,adverb,B2
череп,skull,noun,B2
чотирнадцять,fourteen,numeral,B2
шантажувати,to,verb,B2
шквал,scud,noun,B2
шкура,pelt,noun,B2
аналогічно,likewise,adverb,B2
афганський,pertaining,adjective,B2
Баварія,bavaria,noun,B2
балаканина,chatter,noun,B2
Барселона,barcelona,noun,B2
безповоротний,irrevocable,adjective,B2
без'ядерний,nuclear-free,adjective,B2
біолог,biologist,noun,B2
богослов,divine,noun,B2
бомбардування,bombing,noun,B2
борщ,borscht,noun,B2
броня,deferment,noun,B2
броня,armor,noun,B2
вексель,draft,noun,B2
викрасти,kidnap,verb,B2
викреслити,cross,verb,B2
вимкнути,turn,verb,B2
вимовити,pronounce,verb,B2
вислуховувати,to,verb,B2
Воронеж,voronezh,noun,B2
витіснити,to,verb,B2
витісняти,displace,verb,B2
відважний,brave,adjective,B2
віддзеркалювати,to,verb,B2
відірвати,to,verb,B2
відлуння,echo,noun,B2
відчиняти,open,verb,B2
військкомат,military,noun,B2
вінець,wreath,noun,B2
вірогідний,authentic,adjective,B2
влаштовуватися,to,verb,B2
водолій,someone,noun,B2
гасити,to,verb,B2
геополітика,geopolitics,noun,B2
Герцеговина,herzegovina,noun,B2
гігієна,hygiene,noun,B2
гормон,hormone,noun,B2
гортати,to,verb,B2
господарювати,to,verb,B2
град,city,noun,A1
двомовний,bilingual,adjective,B2
засипати,fall,verb,B2
догана,reprimand,noun,B2
доживати,to,verb,B2
дубовий,oaken,adjective,B2
еволюціонувати,evolve,verb,B2
екстремістський,extremist,adjective,B2
елегантний,smart,adjective,B2
завважити,alternative,verb,B2
запізнитися,be,verb,A1
запобіжник,safety,noun,B2
